Machine,Operation,Sample Type,File Name,Duration (s)
M01,OP02,good,M01_Feb_2021_OP02_006_window_5.h5,5.0
M01,OP02,good,M01_Feb_2021_OP02_006_window_6.h5,5.0
M01,OP02,good,M01_Feb_2021_OP02_014_window_0.h5,5.0
M01,OP02,good,M01_Feb_2021_OP02_014_window_1.h5,5.0
M01,OP02,good,M01_Feb_2021_OP02_014_window_2.h5,5.0
M01,OP02,good,M01_Feb_2021_OP02_014_window_3.h5,5.0
M01,OP02,good,M01_Feb_2021_OP02_014_window_4.h5,5.0
M01,OP02,good,M01_Feb_2021_OP02_014_window_5.h5,5.0
M01,OP02,good,M01_Feb_2021_OP02_014_window_6.h5,5.0
M01,OP02,bad,M01_Feb_2019_OP02_000_window_0.h5,5.0
M01,OP02,bad,M01_Feb_2019_OP02_000_window_1.h5,5.0
M01,OP02,bad,M01_Feb_2019_OP02_000_window_2.h5,5.0
M01,OP02,bad,M01_Feb_2019_OP02_000_window_3.h5,5.0
M01,OP02,bad,M01_Feb_2019_OP02_000_window_4.h5,5.0
M01,OP02,bad,M01_Feb_2019_OP02_000_window_5.h5,5.0
M01,OP02,bad,M01_Feb_2019_OP02_000_window_6.h5,5.0
M01,OP04,good,M01_Aug_2019_OP04_014_window_0.h5,5.0
M01,OP04,good,M01_Aug_2019_OP04_014_window_1.h5,5.0
M01,OP04,good,M01_Aug_2019_OP04_014_window_10.h5,5.0
M01,OP04,good,M01_Aug_2019_OP04_014_window_11.h5,5.0
M01,OP04,good,M01_Aug_2019_OP04_014_window_2.h5,5.0
M01,OP04,good,M01_Aug_2019_OP04_014_window_3.h5,5.0
M01,OP04,good,M01_Aug_2019_OP04_014_window_4.h5,5.0
M01,OP04,good,M01_Aug_2019_OP04_014_window_5.h5,5.0
M01,OP04,good,M01_Aug_2019_OP04_014_window_6.h5,5.0
M01,OP04,good,M01_Aug_2019_OP04_014_window_7.h5,5.0
M01,OP04,good,M01_Aug_2019_OP04_014_window_8.h5,5.0
M01,OP04,good,M01_Aug_2019_OP04_014_window_9.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_001_window_0.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_001_window_1.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_001_window_10.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_001_window_11.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_001_window_2.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_001_window_3.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_001_window_4.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_001_window_5.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_001_window_6.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_001_window_7.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_001_window_8.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_001_window_9.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_002_window_0.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_002_window_1.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_002_window_10.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_002_window_11.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_002_window_2.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_002_window_3.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_002_window_4.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_002_window_5.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_002_window_6.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_002_window_7.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_002_window_8.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_002_window_9.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_011_window_0.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_011_window_1.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_011_window_10.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_011_window_11.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_011_window_2.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_011_window_3.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_011_window_4.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_011_window_5.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_011_window_6.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_011_window_7.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_011_window_8.h5,5.0
M01,OP04,good,M01_Feb_2021_OP04_011_window_9.h5,5.0
M01,OP04,bad,M01_Aug_2019_OP04_000_window_0.h5,5.0
M01,OP04,bad,M01_Aug_2019_OP04_000_window_1.h5,5.0
M01,OP04,bad,M01_Aug_2019_OP04_000_window_2.h5,5.0
M01,OP04,bad,M01_Aug_2019_OP04_000_window_3.h5,5.0
M01,OP04,bad,M01_Aug_2019_OP04_000_window_4.h5,5.0
M01,OP04,bad,M01_Aug_2019_OP04_000_window_5.h5,5.0
M01,OP04,bad,M01_Feb_2019_OP04_000_window_0.h5,5.0
M01,OP04,bad,M01_Feb_2019_OP04_000_window_1.h5,5.0
M01,OP04,bad,M01_Feb_2019_OP04_000_window_10.h5,5.0
M01,OP04,bad,M01_Feb_2019_OP04_000_window_11.h5,5.0
M01,OP04,bad,M01_Feb_2019_OP04_000_window_2.h5,5.0
M01,OP04,bad,M01_Feb_2019_OP04_000_window_3.h5,5.0
M01,OP04,bad,M01_Feb_2019_OP04_000_window_4.h5,5.0
M01,OP04,bad,M01_Feb_2019_OP04_000_window_5.h5,5.0
M01,OP04,bad,M01_Feb_2019_OP04_000_window_6.h5,5.0
M01,OP04,bad,M01_Feb_2019_OP04_000_window_7.h5,5.0
M01,OP04,bad,M01_Feb_2019_OP04_000_window_8.h5,5.0
M01,OP04,bad,M01_Feb_2019_OP04_000_window_9.h5,5.0
M01,OP07,good,M01_Aug_2019_OP07_004_window_0.h5,5.0
M01,OP07,good,M01_Aug_2019_OP07_004_window_1.h5,5.0
M01,OP07,good,M01_Aug_2019_OP07_004_window_2.h5,5.0
M01,OP07,good,M01_Aug_2019_OP07_004_window_3.h5,5.0
M01,OP07,good,M01_Aug_2019_OP07_010_window_0.h5,5.0
M01,OP07,good,M01_Aug_2019_OP07_010_window_1.h5,5.0
M01,OP07,good,M01_Aug_2019_OP07_010_window_2.h5,5.0
M01,OP07,good,M01_Aug_2019_OP07_015_window_0.h5,5.0
M01,OP07,good,M01_Aug_2019_OP07_015_window_1.h5,5.0
M01,OP07,good,M01_Aug_2019_OP07_015_window_2.h5,5.0
M01,OP07,good,M01_Aug_2019_OP07_015_window_3.h5,5.0
M01,OP07,good,M01_Aug_2021_OP07_001_window_0.h5,5.0
M01,OP07,good,M01_Aug_2021_OP07_001_window_1.h5,5.0
M01,OP07,good,M01_Aug_2021_OP07_001_window_2.h5,5.0
M01,OP07,good,M01_Aug_2021_OP07_001_window_3.h5,5.0
M01,OP07,good,M01_Feb_2020_OP07_000_window_0.h5,5.0
M01,OP07,good,M01_Feb_2020_OP07_000_window_1.h5,5.0
M01,OP07,good,M01_Feb_2020_OP07_000_window_2.h5,5.0
M01,OP07,good,M01_Feb_2020_OP07_000_window_3.h5,5.0
M01,OP07,good,M01_Feb_2020_OP07_002_window_0.h5,5.0
M01,OP07,good,M01_Feb_2020_OP07_002_window_1.h5,5.0
M01,OP07,good,M01_Feb_2020_OP07_002_window_2.h5,5.0
M01,OP07,good,M01_Feb_2020_OP07_002_window_3.h5,5.0
M01,OP07,good,M01_Feb_2021_OP07_010_window_0.h5,5.0
M01,OP07,good,M01_Feb_2021_OP07_010_window_1.h5,5.0
M01,OP07,good,M01_Feb_2021_OP07_010_window_2.h5,5.0
M01,OP07,good,M01_Feb_2021_OP07_010_window_3.h5,5.0
M01,OP07,good,M01_Feb_2021_OP07_014_window_0.h5,5.0
M01,OP07,good,M01_Feb_2021_OP07_014_window_1.h5,5.0
M01,OP07,good,M01_Feb_2021_OP07_014_window_2.h5,5.0
M01,OP07,good,M01_Feb_2021_OP07_014_window_3.h5,5.0
M01,OP07,bad,M01_Aug_2019_OP07_000_window_0.h5,5.0
M01,OP07,bad,M01_Aug_2019_OP07_000_window_1.h5,5.0
M01,OP07,bad,M01_Aug_2019_OP07_000_window_2.h5,5.0
M01,OP07,bad,M01_Aug_2021_OP07_000_window_0.h5,5.0
M01,OP07,bad,M01_Aug_2021_OP07_000_window_1.h5,5.0
M01,OP07,bad,M01_Aug_2021_OP07_000_window_2.h5,5.0
M01,OP07,bad,M01_Aug_2021_OP07_000_window_3.h5,5.0
M01,OP07,bad,M01_Aug_2021_OP07_001_window_0.h5,5.0
M01,OP07,bad,M01_Aug_2021_OP07_001_window_1.h5,5.0
M01,OP07,bad,M01_Aug_2021_OP07_001_window_2.h5,5.0
M01,OP07,bad,M01_Aug_2021_OP07_001_window_3.h5,5.0
M01,OP07,bad,M01_Feb_2019_OP07_000_window_0.h5,5.0
M01,OP07,bad,M01_Feb_2019_OP07_000_window_1.h5,5.0
M01,OP07,bad,M01_Feb_2019_OP07_000_window_2.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_006_window_0.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_006_window_1.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_006_window_2.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_006_window_3.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_006_window_4.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_006_window_5.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_006_window_6.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_006_window_7.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_007_window_0.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_007_window_1.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_007_window_2.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_007_window_3.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_007_window_4.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_007_window_5.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_007_window_6.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_007_window_7.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_010_window_0.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_010_window_1.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_010_window_2.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_010_window_3.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_010_window_4.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_010_window_5.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_010_window_6.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_010_window_7.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_011_window_0.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_011_window_1.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_011_window_2.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_011_window_3.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_011_window_4.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_011_window_5.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_011_window_6.h5,5.0
M01,OP10,good,M01_Aug_2019_OP10_011_window_7.h5,5.0
M01,OP10,good,M01_Feb_2020_OP10_000_window_0.h5,5.0
M01,OP10,good,M01_Feb_2020_OP10_000_window_1.h5,5.0
M01,OP10,good,M01_Feb_2020_OP10_000_window_2.h5,5.0
M01,OP10,good,M01_Feb_2020_OP10_000_window_3.h5,5.0
M01,OP10,good,M01_Feb_2020_OP10_000_window_4.h5,5.0
M01,OP10,good,M01_Feb_2020_OP10_000_window_5.h5,5.0
M01,OP10,good,M01_Feb_2020_OP10_000_window_6.h5,5.0
M01,OP10,good,M01_Feb_2020_OP10_000_window_7.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_000_window_0.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_000_window_1.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_000_window_2.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_000_window_3.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_000_window_4.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_000_window_5.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_000_window_6.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_000_window_7.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_003_window_0.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_003_window_1.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_003_window_2.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_003_window_3.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_003_window_4.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_003_window_5.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_003_window_6.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_003_window_7.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_003_window_8.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_003_window_9.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_006_window_0.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_006_window_1.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_006_window_2.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_006_window_3.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_006_window_4.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_006_window_5.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_006_window_6.h5,5.0
M01,OP10,good,M01_Feb_2021_OP10_006_window_7.h5,5.0
M01,OP10,bad,M01_Aug_2021_OP10_000_window_0.h5,5.0
M01,OP10,bad,M01_Aug_2021_OP10_000_window_1.h5,5.0
M01,OP10,bad,M01_Aug_2021_OP10_000_window_2.h5,5.0
M01,OP10,bad,M01_Aug_2021_OP10_000_window_3.h5,5.0
M01,OP10,bad,M01_Aug_2021_OP10_000_window_4.h5,5.0
M01,OP10,bad,M01_Aug_2021_OP10_000_window_5.h5,5.0
M01,OP10,bad,M01_Aug_2021_OP10_000_window_6.h5,5.0
M01,OP10,bad,M01_Aug_2021_OP10_000_window_7.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_000_window_0.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_000_window_1.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_000_window_2.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_000_window_3.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_000_window_4.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_000_window_5.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_000_window_6.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_000_window_7.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_001_window_0.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_001_window_1.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_001_window_2.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_001_window_3.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_001_window_4.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_001_window_5.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_001_window_6.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_001_window_7.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_002_window_0.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_002_window_1.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_002_window_2.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_002_window_3.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_002_window_4.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_002_window_5.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_002_window_6.h5,5.0
M01,OP10,bad,M01_Feb_2019_OP10_002_window_7.h5,5.0
M02,OP01,good,M02_Aug_2019_OP01_015_window_0.h5,5.0
M02,OP01,good,M02_Aug_2019_OP01_015_window_1.h5,5.0
M02,OP01,good,M02_Aug_2019_OP01_015_window_2.h5,5.0
M02,OP01,good,M02_Aug_2019_OP01_015_window_3.h5,5.0
M02,OP01,good,M02_Aug_2021_OP01_001_window_0.h5,5.0
M02,OP01,good,M02_Aug_2021_OP01_001_window_1.h5,5.0
M02,OP01,good,M02_Aug_2021_OP01_001_window_2.h5,5.0
M02,OP01,good,M02_Aug_2021_OP01_001_window_3.h5,5.0
M02,OP01,good,M02_Aug_2021_OP01_001_window_4.h5,5.0
M02,OP01,good,M02_Aug_2021_OP01_003_window_0.h5,5.0
M02,OP01,good,M02_Aug_2021_OP01_003_window_1.h5,5.0
M02,OP01,good,M02_Aug_2021_OP01_003_window_2.h5,5.0
M02,OP01,good,M02_Aug_2021_OP01_003_window_3.h5,5.0
M02,OP01,good,M02_Feb_2020_OP01_001_window_0.h5,5.0
M02,OP01,good,M02_Feb_2020_OP01_001_window_1.h5,5.0
M02,OP01,good,M02_Feb_2020_OP01_001_window_2.h5,5.0
M02,OP01,good,M02_Feb_2020_OP01_001_window_3.h5,5.0
M02,OP01,good,M02_Feb_2020_OP01_002_window_0.h5,5.0
M02,OP01,good,M02_Feb_2020_OP01_002_window_1.h5,5.0
M02,OP01,good,M02_Feb_2020_OP01_002_window_2.h5,5.0
M02,OP01,good,M02_Feb_2020_OP01_002_window_3.h5,5.0
M02,OP01,good,M02_Feb_2021_OP01_006_window_0.h5,5.0
M02,OP01,good,M02_Feb_2021_OP01_006_window_1.h5,5.0
M02,OP01,good,M02_Feb_2021_OP01_006_window_2.h5,5.0
M02,OP01,good,M02_Feb_2021_OP01_006_window_3.h5,5.0
M02,OP01,bad,M02_Aug_2019_OP01_000_window_0.h5,5.0
M02,OP01,bad,M02_Aug_2019_OP01_000_window_1.h5,5.0
M02,OP01,bad,M02_Aug_2019_OP01_000_window_2.h5,5.0
M02,OP01,bad,M02_Aug_2019_OP01_000_window_3.h5,5.0
M02,OP01,bad,M02_Feb_2019_OP01_000_window_0.h5,5.0
M02,OP01,bad,M02_Feb_2019_OP01_000_window_1.h5,5.0
M02,OP01,bad,M02_Feb_2019_OP01_000_window_2.h5,5.0
M02,OP01,bad,M02_Feb_2019_OP01_000_window_3.h5,5.0
M02,OP01,bad,M02_Feb_2019_OP01_001_window_0.h5,5.0
M02,OP01,bad,M02_Feb_2019_OP01_001_window_1.h5,5.0
M02,OP01,bad,M02_Feb_2019_OP01_001_window_2.h5,5.0
M02,OP01,bad,M02_Feb_2019_OP01_001_window_3.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_012_window_0.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_012_window_1.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_012_window_2.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_012_window_3.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_012_window_4.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_012_window_5.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_012_window_6.h5,5.0
M02,OP02,good,M02_Aug_2020_OP02_000_window_0.h5,5.0
M02,OP02,good,M02_Aug_2020_OP02_000_window_1.h5,5.0
M02,OP02,good,M02_Aug_2020_OP02_000_window_2.h5,5.0
M02,OP02,good,M02_Aug_2020_OP02_000_window_3.h5,5.0
M02,OP02,good,M02_Aug_2020_OP02_000_window_4.h5,5.0
M02,OP02,good,M02_Aug_2020_OP02_000_window_5.h5,5.0
M02,OP02,good,M02_Aug_2020_OP02_000_window_6.h5,5.0
M02,OP02,good,M02_Aug_2020_OP02_004_window_0.h5,5.0
M02,OP02,good,M02_Aug_2020_OP02_004_window_1.h5,5.0
M02,OP02,good,M02_Aug_2020_OP02_004_window_2.h5,5.0
M02,OP02,good,M02_Aug_2020_OP02_004_window_3.h5,5.0
M02,OP02,good,M02_Aug_2020_OP02_004_window_4.h5,5.0
M02,OP02,good,M02_Aug_2020_OP02_004_window_5.h5,5.0
M02,OP02,good,M02_Aug_2020_OP02_004_window_6.h5,5.0
M02,OP02,good,M02_Aug_2021_OP02_003_window_0.h5,5.0
M02,OP02,good,M02_Aug_2021_OP02_003_window_1.h5,5.0
M02,OP02,good,M02_Aug_2021_OP02_003_window_2.h5,5.0
M02,OP02,good,M02_Aug_2021_OP02_003_window_3.h5,5.0
M02,OP02,good,M02_Aug_2021_OP02_003_window_4.h5,5.0
M02,OP02,good,M02_Aug_2021_OP02_003_window_5.h5,5.0
M02,OP02,good,M02_Aug_2021_OP02_003_window_6.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_000_window_0.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_000_window_1.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_000_window_2.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_000_window_3.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_000_window_4.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_000_window_5.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_000_window_6.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_001_window_0.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_001_window_1.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_001_window_2.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_001_window_3.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_001_window_4.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_001_window_5.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_001_window_6.h5,5.0
M02,OP04,good,M02_Aug_2019_OP04_005_window_0.h5,5.0
M02,OP04,good,M02_Aug_2019_OP04_005_window_1.h5,5.0
M02,OP04,good,M02_Aug_2019_OP04_005_window_10.h5,5.0
M02,OP04,good,M02_Aug_2019_OP04_005_window_11.h5,5.0
M02,OP04,good,M02_Aug_2019_OP04_005_window_2.h5,5.0
M02,OP04,good,M02_Aug_2019_OP04_005_window_3.h5,5.0
M02,OP04,good,M02_Aug_2019_OP04_005_window_4.h5,5.0
M02,OP04,good,M02_Aug_2019_OP04_005_window_5.h5,5.0
M02,OP04,good,M02_Aug_2019_OP04_005_window_6.h5,5.0
M02,OP04,good,M02_Aug_2019_OP04_005_window_7.h5,5.0
M02,OP04,good,M02_Aug_2019_OP04_005_window_8.h5,5.0
M02,OP04,good,M02_Aug_2019_OP04_005_window_9.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_002_window_0.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_002_window_1.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_002_window_2.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_002_window_3.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_002_window_4.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_002_window_5.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_002_window_6.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_002_window_7.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_004_window_0.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_004_window_1.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_004_window_10.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_004_window_11.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_004_window_2.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_004_window_3.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_004_window_4.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_004_window_5.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_004_window_6.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_004_window_7.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_004_window_8.h5,5.0
M02,OP04,good,M02_Aug_2020_OP04_004_window_9.h5,5.0
M02,OP04,good,M02_Aug_2021_OP04_001_window_0.h5,5.0
M02,OP04,good,M02_Aug_2021_OP04_001_window_1.h5,5.0
M02,OP04,good,M02_Aug_2021_OP04_001_window_10.h5,5.0
M02,OP04,good,M02_Aug_2021_OP04_001_window_11.h5,5.0
M02,OP04,good,M02_Aug_2021_OP04_001_window_2.h5,5.0
M02,OP04,good,M02_Aug_2021_OP04_001_window_3.h5,5.0
M02,OP04,good,M02_Aug_2021_OP04_001_window_4.h5,5.0
M02,OP04,good,M02_Aug_2021_OP04_001_window_5.h5,5.0
M02,OP04,good,M02_Aug_2021_OP04_001_window_6.h5,5.0
M02,OP04,good,M02_Aug_2021_OP04_001_window_7.h5,5.0
M02,OP04,good,M02_Aug_2021_OP04_001_window_8.h5,5.0
M02,OP04,good,M02_Aug_2021_OP04_001_window_9.h5,5.0
M02,OP04,good,M02_Feb_2019_OP04_000_window_0.h5,5.0
M02,OP04,good,M02_Feb_2019_OP04_000_window_1.h5,5.0
M02,OP04,good,M02_Feb_2019_OP04_000_window_10.h5,5.0
M02,OP04,good,M02_Feb_2019_OP04_000_window_11.h5,5.0
